POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
7-JUB-62D-ESS,34281029760,Petrobras,7-JUB-62D-ESS,ES,Campos,nan,JUB  ,JUBARTE,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-12-11,,12/12/2021,"-21:15:33,400","-40:00:52,349","-21,2592777777","-40,0145413888",SIRGAS2000,Definitiva,Direcional,1409,1409,1409,MR,23,0,1343.0,NM,,Lagoa Feia,Coqueiros,,,,,,,,,,,,,,,,,,,,"NS-33, SS-79","LONE STAR, NORBE IX",I,01/01/2023
7-CNC-46-ES,34270029628,Petrobras,7CNC46ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-08-30,2020-09-06,2021-05-07 00:00:00,"-19:13:45,655","-39:50:47,811","-19,2293486111","-39,8466141666",SIRGAS2000,Definitiva,Vertical,-868.8,879,"877,2",MR,"8,38","3,23",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-CNC-40-ES,34270029631,Petrobras,7CNC40ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-09-10,2020-09-16,2021-05-05 00:00:00,"-19:13:46,500","-39:50:46,768","-19,2295833333","-39,8463244444",SIRGAS2000,Definitiva,Vertical,-885.2,894,"893,7",MR,"8,41","3,26",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
9-BUZ-48D-RJS,74316029635,Petrobras,9BUZ48DRJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2020-10-04,2020-12-13,2021-01-05 00:00:00,"-24:35:45,108","-42:38:37,734","-24,5958633333","-42,643815",SIRGAS2000,Definitiva,Direcional,-5932.4,6016,6016,MR,32,0,1850.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-41,ODN I,S,01/01/2023
7-CNC-45D-ES,34270029632,Petrobras,7CNC45DES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,INJETANDO,2020-09-21,2020-10-13,2021-06-26 00:00:00,"-19:13:43,231","-39:50:44,551","-19,2286752777","-39,8457086111",SIRGAS2000,Definitiva,Direcional,-827,945,"899,7",MR,"8,41","3,26",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,,,Existe,,,EBS-08,EBS-08,I,01/01/2023
1-BRSA-1377-RJS,74281029640,Petrobras,1RJS755,RJ,Campos,C-M-411,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2020-10-20,2021-01-16,2021-02-24 00:00:00,"-22:56:27,294","-39:22:28,263","-22,940915","-39,3745175",SIRGAS2000,Definitiva,Vertical,-6729.3,6777,"6771,2",MR,25,,2958.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
8-BUZ-57D-RJS,74316029726,Petrobras,8-BUZ-57D-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-12,2021-11-19,2021-12-10 00:00:00,"-24:37:01,097","-42:32:53,119","-24,6169713888","-42,5480886111",SIRGAS2000,Definitiva,Direcional,-6128.2,6254,6254,MR,25,0,1892.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-BUZ-53i-RJS,74316029723,Petrobras,8-BUZ-53i-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-08-04,2021-08-11,2021-10-11 00:00:00,"-24:46:05,315","-42:27:43,919","-24,7681430555","-42,4621997222",SIRGAS2000,Definitiva,Vertical,-2919.6,2945,2945,MR,25,0,2035.0,NM,,Guaratiba,Ariri,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-31,PETROBRAS 10000,N,01/01/2023
7-MRO-17A-RJS,74316029725,Petrobras,7-MRO-17A-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-07,2021-11-08,2021-11-26 00:00:00,"-24:36:33,394","-42:14:04,462","-24,6092761111","-42,2345727777",SIRGAS2000,Definitiva,Vertical,-5768.9,5790,5795,MR,25,0,1950.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
8-MRO-19-RJS,74316029740,Petrobras,8-MRO-19-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-10-23,2021-11-03,2021-11-20 00:00:00,"-24:39:04,066","-42:15:43,203","-24,6511294444","-42,2620008333",SIRGAS2000,Definitiva,Vertical,-3065,3090,3090,MR,25,0,1977.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,"NS-39, NS-40","Deepwater Corcovado, Deepwater Myconos",N,01/01/2023
7-RO-177DB-RJS,74281029731,Petrobras,7-RO-177DB-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-09-06,2021-09-18,2021-10-24 00:00:00,"-21:56:32,000","-39:42:22,377","-21,9422222222","-39,7062158333",SIRGAS2000,Definitiva,Direcional,-3287.7,3358,3358,MR,32,0,1868.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-PTR-5D-RN,72100029739,Potiguar E&P S.A.,7PTR0005DRN,RN,Potiguar,nan,PTR  ,PATURI,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-10-18,2021-10-21,2021-10-23 00:00:00,"-05:20:10,810","-37:10:08,130","-5,3363361111","-37,168925",SIRGAS2000,Definitiva,Direcional,-1083,1207,"1198,7",MR,"5,2","76,6",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SBO-11-RN,72100029755,Potiguar E&P S.A.,7SBO0011RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-01,2021-12-02,2021-12-18 00:00:00,"-05:28:26,031","-37:06:01,372","-5,4738975","-37,1003811111",SIRGAS2000,Definitiva,Vertical,-439.44,566,566,MR,"126,6","121,4",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SAB-8-RN,72100029745,Potiguar E&P S.A.,7SAB0008RN,RN,Potiguar,SAB,SAB  ,SABIÁ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-11-08,2021-11-09,2021-11-30 00:00:00,"-05:28:53,870","-37:07:52,960","-5,4816305555","-37,1313777777",SIRGAS2000,Definitiva,Vertical,-470.6,599,599,MR,"129,41","124,23",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
1-ENV-26-MA,50090029744,Eneva,1-ENV-BL102AA-MA,MA,Parnaíba,PN-T-102A,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-11-03,2021-11-12,2021-11-16 00:00:00,"-05:38:19,772","-44:13:26,624","-5,6388255555","-44,2240622222",SIRGAS2000,Definitiva,Vertical,-1545,1761,1758,MR,213,207,,NM,,Canindé,Pimenteiras,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,Existe,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-25D-AM,14030029741,Eneva,1-ENV-EXTANEBA D-AM,AM,Amazonas,AM-T-84,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-10-24,2021-11-13,2021-11-23 00:00:00,"-02:49:56,764","-58:31:16,084","-2,8324344444","-58,5211344444",SIRGAS2000,Definitiva,Direcional,-1942,2151,2153,MR,59,51,,NM,,Curuá,Oriximiná,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,QG VIII,Queiroz Galvão VIII,I,01/01/2023
7-SBO-12-RN,72100029757,Potiguar E&P S.A.,7SBO0012RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-07,2021-12-09,2021-12-23 00:00:00,"-05:28:35,620","-37:06:05,510","-5,4765611111","-37,1015305555",SIRGAS2000,Definitiva,Vertical,-423.26,550,550,MR,"126,6","121,4",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
7-SBO-17-RN,72100029761,Potiguar E&P S.A.,7SBO0017RN,RN,Potiguar,nan,SBO  ,SABIÁ BICO-DE-OSSO,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-12-13,2021-12-15,2021-12-16 00:00:00,"-05:28:56,240","-37:07:11,620","-5,4822888888","-37,1198944444",SIRGAS2000,Definitiva,Vertical,-404,535,535,MR,"131,19","126,01",0.0,NM,,Areia Branca,Pendência,,Existe,,,,,,,,,,,,,,,,,,PR-04,National Oilwell Varco - 750,I,01/01/2023
8-BUZ-56DA-RJS,74316029764,Petrobras,8-BUZ-56DA-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-12-11,2021-12-17,2021-12-17 00:00:00,"-24:34:27,170","-42:34:27,296","-24,5742138888","-42,5742488888",SIRGAS2000,Definitiva,Direcional,-2850.8,2876,2876,MR,25,0,1819.0,NM,,Guaratiba,Piçarras,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-MRO-13D-RJS,74316029683,Petrobras,8MRO13DRJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-04-11,2021-05-19,2021-06-06 00:00:00,"-24:33:39,204","-42:13:47,615","-24,56089","-42,2298930555",SIRGAS2000,Definitiva,Direcional,-6000,6272,6273,MR,25,0,1900.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,,,,,,NS-39,Deepwater Myconos,S,01/01/2023
7-SDR-5-ES,34270029680,BGM,7-SDR-5,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-04-05,2021-04-17,2021-04-17 00:00:00,"-19:11:41,970","-39:50:17,150","-19,1949916666","-39,8380972222",SIRGAS2000,Definitiva,Vertical,-855,866,866,MR,"10,6","4,6",0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
1-IMET-28-ES,34270029682,Capixaba Energia,1-SIN-1-ES,ES,Espírito Santo,ES-T-441,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-04-18,2021-05-01,2021-05-08 00:00:00,"-19:03:39,371","-39:51:51,763","-19,0609363888","-39,8643786111",SIRGAS2000,Definitiva,Vertical,-1179.22,1200,"1195,27",MR,"16,05","11,05",,NM,,Espírito Santo,Urucutuca,,Existe,,Existe,Existe,Existe,,,Existe,Existe,,,,Existe,Existe,,,,,IME-01,IMETAME_ENERGIA_01,I,01/01/2023
7-SDR-6-ES,34270029685,BGM,7-SDR-6-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-04-23,2021-05-07,2021-05-07 00:00:00,"-19:11:38,150","-39:50:20,220","-19,1939305555","-39,83895",SIRGAS2000,Definitiva,Vertical,-871,882,882,MR,"10,6","4,6",0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,,,,,,,,CW-02,Cowan-02,I,01/01/2023
9-BUZ-49A-RJS,74316029686,Petrobras,9BUZ49ARJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-04-27,2021-05-02,2021-05-18 00:00:00,"-24:32:15,742","-42:34:03,859","-24,5377061111","-42,5677386111",SIRGAS2000,Definitiva,Vertical,-6360,6385,6385,MR,25,0,1727.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,SS-73,GOLD STAR,S,01/01/2023
7-AB-136D-RJS,74281029688,Petrobras,7-AB-136D-RJS,RJ,Campos,nan,AB   ,ALBACORA,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-05-02,2021-06-16,2021-07-04 00:00:00,"-22:07:14,773","-39:55:09,120","-22,1207702777","-39,9192",SIRGAS2000,Definitiva,Direcional,-2645,2781,2782,MR,24,0,563.0,NM,,Campos,Ubatuba,Geribá,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,SS-81,NORBE VI,N,01/01/2023
8-SBBG-3D-RJS,74316029690,Petrobras,8-SBBG-3D-RJS,RJ,Santos,nan,SBBG ,SUL DE BERBIGÃO,M,S,8,Injeção,INJEÇÃO DE GÁS NATURAL,INJETANDO,2021-05-09,2021-06-16,2021-07-11 00:00:00,"-25:04:40,074","-42:38:46,376","-25,0777983333","-42,6462155555",SIRGAS2000,Definitiva,Direcional,-5656.6,6282,6282,MR,31,0,2295.0,NM,,,,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-42,ODN II,S,01/01/2023
1-BRSA-1380D-RJS,74281029692,Petrobras,1-RJS-757D,RJ,Campos,C-M-346,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-05-22,2021-08-01,2021-08-27 00:00:00,"-22:38:41,304","-39:08:00,641","-22,6448066666","-39,1335113888",SIRGAS2000,Definitiva,Direcional,-6693.8,6933,6937,MR,25,,2852.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
7-RO-175H-RJS,74281029695,Petrobras,7-RO-175H-RJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-05-26,2021-08-06,2021-08-20 00:00:00,"-21:57:40,248","-39:45:02,152","-21,96118","-39,7505977777",SIRGAS2000,Definitiva,Horizontal,-3040.9,3874,3874,MR,32,0,1781.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-BUZ-50D-RJS,74316029660,Petrobras,7BUZ50DRJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-12-23,2021-02-16,2021-03-06 00:00:00,"-24:34:02,942","-42:33:23,772","-24,5674838888","-42,5566033333",SIRGAS2000,Definitiva,Direcional,-5710.22,5827,5827,MR,25,0,1804.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-31,PETROBRAS 10000,S,01/01/2023
8-BUZ-51-RJS,74316029666,Petrobras,8BUZ51RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-01-23,2021-04-24,2021-05-26 00:00:00,"-24:36:35,226","-42:30:42,189","-24,609785","-42,5117191666",SIRGAS2000,Definitiva,Vertical,-5989.4,6022,6022,MR,32,0,1917.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
8-MRO-12A-RJS,74316029661,Petrobras,8MRO12ARJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE GÁS NATURAL,INJETANDO,2020-12-27,2021-02-08,2021-02-22 00:00:00,"-24:34:11,065","-42:13:17,073","-24,5697402777","-42,2214091666",SIRGAS2000,Definitiva,Vertical,-5801.9,5835,5835,MR,25,0,1943.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
1-BRSA-1378-RJS,74281029673,Petrobras,1RJS756,RJ,Campos,C-M-709,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-02-26,2021-05-07,2021-05-20 00:00:00,"-24:06:42,722","-40:30:28,967","-24,1118672222","-40,5080463888",SIRGAS2000,Definitiva,Vertical,-4888,4913,4913,MR,25,,2847.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
7-RO-173H-RJS,74281029669,Petrobras,7RO173HRJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-02-15,2021-03-29,2021-04-15 00:00:00,"-21:57:28,951","-39:46:14,993","-21,9580419444","-39,7708313888",SIRGAS2000,Definitiva,Horizontal,-3060,4136,4136,MR,32,0,1696.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
7-RO-174H-RJS,74281029671,Petrobras,7RO174HRJS,RJ,Campos,nan,RO   ,RONCADOR,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-02-23,2021-05-05,2021-05-24 00:00:00,"-21:58:15,536","-39:45:58,369","-21,9709822222","-39,7662136111",SIRGAS2000,Definitiva,Horizontal,-2960,3590,3590,MR,32,0,1728.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-29,CAROLINA,N,01/01/2023
8-MRO-14D-RJS,74316029672,Petrobras,8MRO14DRJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-02-24,2021-06-29,2021-08-01 00:00:00,"-24:34:14,845","-42:14:58,522","-24,5707902777","-42,2495894444",SIRGAS2000,Definitiva,Direcional,-5976.2,6111,6118,MR,25,0,1900.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-40,Deepwater Corcovado,S,01/01/2023
7-SDR-4-ES,34270029674,BGM,7-SDR-4-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,PRODUZINDO,2021-03-02,2021-03-28,2021-03-28 00:00:00,"-19:11:42,870","-39:50:13,770","-19,1952416666","-39,8371583333",SIRGAS2000,Definitiva,Vertical,-880,891,891,MR,"10,6","4,6",0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
9-POL-46D-RJS,74281029677,Petro Rio O&G,POL-K,RJ,Campos,nan,POL  ,POLVO,M,S,9,Especial,INDEFINIDO,FECHADO,2021-03-17,2021-04-18,2021-05-03 00:00:00,"-23:05:01,886","-40:59:43,171","-23,0838572222","-40,9953252777",SIRGAS2000,Definitiva,Direcional,-1539.17,"5957,67","5957,67",MR,"41,2",0,103.0,NM,,Campos,Emboré,São Tomé,Existe,,Existe,Existe,,Existe,,Existe,,,,,Existe,,,,,,DEAL-1,DEAL-1,N,01/01/2023
1-BRSA-1379D-ESS,34271029679,Petrobras,1ESS227D,ES,Espírito Santo,ES-M-669,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-04-06,2021-07-19,2021-08-16 00:00:00,"-20:39:28,296","-38:54:01,741","-20,65786","-38,9004836111",SIRGAS2000,Definitiva,Direcional,-7559.5,7699,7699,MR,25,,2369.0,NM,,Nativo,Mariricu,Mucuri,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-45,Brava Star,S,01/01/2023
7-CNC-48-ES,34270029649,Petrobras,7CNC48ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-11-20,2020-11-25,2021-07-25 00:00:00,"-19:13:44,075","-39:50:43,511","-19,2289097222","-39,8454197222",SIRGAS2000,Definitiva,Vertical,-892.7,903,"901,4",MR,"8,4","3,25",0.0,NM,,Barra Nova,São Mateus,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
9-BUZ-49-RJS,74316029664,Petrobras,9BUZ49RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,9,Especial,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-01-24,2021-03-22,2021-04-26 00:00:00,"-24:32:15,742","-42:34:03,859","-24,5377061111","-42,5677386111",SIRGAS2000,Definitiva,Vertical,-6201,6226,6226,MR,25,0,1727.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,Existe,,Existe,Existe,,,,,SS-73,GOLD STAR,S,01/01/2023
7-MRO-6DB-RJS,74316029648,Petrobras,7MRO6DBRJS,RJ,Santos,LIBRA,MRO  ,MERO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-11-18,2021-01-23,2021-02-23 00:00:00,"-24:34:45,271","-42:14:13,305","-24,5792419444","-42,2370291666",SIRGAS2000,Definitiva,Direcional,-5656.8,5682,5687,MR,25,0,1957.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,,,,,,NS-47,West Tellus,S,01/01/2023
8-MRO-11-RJS,74316029670,Petrobras,8MRO11RJS,RJ,Santos,nan,MRO  ,MERO,M,S,8,Injeção,INJEÇÃO DE ÁGUA,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,2021-02-23,2021-03-25,2021-04-10 00:00:00,"-24:35:52,267","-42:12:08,711","-24,5978519444","-42,2024197222",SIRGAS2000,Definitiva,Vertical,-5614.2,5634,5640,MR,25,0,2004.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-39,Deepwater Myconos,S,01/01/2023
7-PRG-71HPA-RJS,74281029656,Equinor Brasil,BMC7B13AT2,RJ,Campos,nan,PRG  ,PEREGRINO,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-12-18,2020-01-06,2021-01-17 00:00:00,"-23:17:45,671","-41:12:28,358","-23,2960197222","-41,2078772222",SIRGAS2000,Definitiva,Horizontal,-2249,5404,5404,MR,50,0,122.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,DR-B,DRILLINGRIG-B,N,01/01/2023
9-NESH-1-SPS,86316029703,Petrobras,9SPH26SPS,SP,Santos,nan,NESH ,NORDESTE DE SAPINHOÁ,M,S,9,Especial,OUTRAS FINALIDADES,EM OBSERVAÇÃO,2021-06-17,2021-08-03,2021-09-29 00:00:00,"-25:41:25,858","-43:06:29,948","-25,6905161111","-43,1083188888",SIRGAS2000,Definitiva,Vertical,-5834.5,5863,5863,MR,28,0,2133.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,Existe,,,,SS-75,OCEAN COURAGE,S,01/01/2023
7-SDR-7-ES,34270029698,BGM,7-SDR-7-ES,ES,Espírito Santo,nan,SDR  ,SUINDARA,T,S,7,Desenvolvimento,INDEFINIDO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2021-06-02,2021-06-14,2021-06-14 00:00:00,"-19:11:45,800","-39:50:12,400","-19,1960555555","-39,8367777777",SIRGAS2000,Definitiva,Vertical,-871,882,882,MR,"10,6","4,6",0.0,NM,,Barra Nova,Regência,,Existe,,,Existe,Existe,,,,,,,Existe,,,,,,,CW-02,Cowan-02,I,01/01/2023
